"","row_id","establishment_id","inspection_id","establishment_name","establishmenttype","establishment_address","establishment_status","minimum_inspections_peryear","infraction_details","inspection_date","severity","action","court_outcome","amount_fined"
"519",519,9000760,103624054,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2015-12-08","S - Significant","Corrected During Inspection"," "," "
"520",520,9000760,103624054,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"Operator fail to properly wash equipment","2015-12-08","M - Minor","Notice to Comply"," "," "
"521",521,9000760,103624054,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-12-08","M - Minor","Notice to Comply"," "," "
"522",522,9000760,103708283,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Conditional Pass",3,"Operator fail to maintain hazardous food(s) at 4C (40F) or colder.","2016-04-13","C - Crucial","Notice to Comply"," "," "
"523",523,9000760,103708283,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Conditional Pass",3,"Operator fail to properly maintain rooms","2016-04-13","M - Minor","Notice to Comply"," "," "
"524",524,9000760,103708283,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Conditional Pass",3,"Operator fail to properly wash equipment","2016-04-13","M - Minor","Notice to Comply"," "," "
"525",525,9000760,103708283,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Conditional Pass",3,"Operator fail to use proper cloths","2016-04-13","S - Significant","Notice to Comply"," "," "
"526",526,9000760,103708283,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Conditional Pass",3,"Operator fail to use proper procedure(s) to ensure food safety","2016-04-13","S - Significant","Notice to Comply"," "," "
"527",527,9000760,103708320,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"","2016-04-14","","","",""
"528",528,9000760,103802481,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"Operator fail to properly wash equipment","2016-08-26","M - Minor","Notice to Comply"," "," "
"529",529,9000760,103867174,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-12-14","M - Minor","Notice to Comply"," "," "
"530",530,9000760,103942297,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"FAIL TO PROVIDE SOAP OR DETERGENT IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2017-04-03","S - Significant","Corrected During Inspection"," "," "
"531",531,9000760,103942297,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-04-03","S - Significant","Corrected During Inspection"," "," "
"532",532,9000760,103942297,"ARISTOTLE & MCGREGOR'S","Restaurant","525 MOUNT PLEASANT RD ","Pass",3,"Operator fail to properly wash equipment","2017-04-03","M - Minor","Notice to Comply"," "," "
"533",533,9000761,103551203,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2015-08-14","S - Significant","Corrected During Inspection"," "," "
"534",534,9000761,103551203,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to ensure food is not contaminated/adulterated","2015-08-14","C - Crucial","Notice to Comply"," "," "
"535",535,9000761,103551203,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to properly maintain equipment(NON-FOOD)","2015-08-14","M - Minor","Notice to Comply"," "," "
"536",536,9000761,103551203,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to properly maintain rooms","2015-08-14","M - Minor","Notice to Comply"," "," "
"537",537,9000761,103551203,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to provide accurate indicating thermometer(s)","2015-08-14","S - Significant","Notice to Comply"," "," "
"538",538,9000761,103551203,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to provide properly equipped mechanical washer","2015-08-14","S - Significant","Notice to Comply"," "," "
"539",539,9000761,103551217,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"","2015-08-15","","","",""
"540",540,9000761,103624760,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2015-12-08","S - Significant","Corrected During Inspection"," "," "
"541",541,9000761,103624760,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Operate food premise not maintained to permit cleaning of ceilings O. Reg  562/90 Sec. 11(e)","2015-12-08","M - Minor","Notice to Comply"," "," "
"542",542,9000761,103624760,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Operate food premise not maintained to permit cleaning of walls O. Reg  562/90 Sec. 11(e)","2015-12-08","M - Minor","Notice to Comply"," "," "
"543",543,9000761,103624760,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Operator fail to properly maintain rooms","2015-12-08","M - Minor","Notice to Comply"," "," "
"544",544,9000761,103688785,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-03-10","M - Minor","Notice to Comply"," "," "
"545",545,9000761,103769740,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Operator fail to meet washroom requirements","2016-07-13","M - Minor","Notice to Comply"," "," "
"546",546,9000761,103769740,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Operator fail to properly maintain rooms","2016-07-13","M - Minor","Notice to Comply"," "," "
"547",547,9000761,103862848,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Employee fail to wear headgear while working with food O. Reg  562/90 Sec. 65(1)(d)","2016-12-07","M - Minor","Ticket","Pending",""
"548",548,9000761,103862848,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"Operator fail to ensure floor of food-handling room kept clean O. Reg  562/90 Sec. 59(h)","2016-12-07","M - Minor","Ticket","Pending",""
"549",549,9000761,103921797,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Food Handler fail to wear clean outer garments","2017-03-01","M - Minor","Notice to Comply"," "," "
"550",550,9000761,103921797,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to properly maintain rooms","2017-03-01","M - Minor","Notice to Comply"," "," "
"551",551,9000761,103921797,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to properly wash surfaces in rooms","2017-03-01","M - Minor","Notice to Comply"," "," "
"552",552,9000761,103921797,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Conditional Pass",2,"Operator fail to use proper utensils to ensure food safety","2017-03-01","S - Significant","Notice to Comply"," "," "
"553",553,9000761,103921854,"ARIZONA B-BAR & GRILL","Restaurant","215 CARLINGVIEW DR ","Pass",2,"","2017-03-03","","","",""
"554",554,9000771,103486178,"ARMENIAN KITCHEN","Restaurant","1646 VICTORIA PARK AVE ","Pass",2,"","2015-05-12","","","",""
"555",555,9000771,103486190,"ARMENIAN KITCHEN","Restaurant","1646 VICTORIA PARK AVE ","Pass",2,"Fail to hold a valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(b)","2015-05-12","NA - Not Applicable","Notice to Comply"," "," "
"556",556,9000771,103486190,"ARMENIAN KITCHEN","Restaurant","1646 VICTORIA PARK AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-05-12","M - Minor","Notice to Comply"," "," "
"557",557,9000771,103592004,"ARMENIAN KITCHEN","Restaurant","1646 VICTORIA PARK AVE ","Pass",2,"Operator fail to properly wash equipment","2015-10-08","M - Minor","Notice to Comply"," "," "
"558",558,9000771,103644889,"ARMENIAN KITCHEN","Restaurant","1646 VICTORIA PARK AVE ","Pass",2,"","2016-01-04","","","",""
"559",559,9000771,103829086,"ARMENIAN KITCHEN","Restaurant","1646 VICTORIA PARK AVE ","Pass",2,"","2016-10-12","","","",""
"560",560,9000771,103932600,"ARMENIAN KITCHEN","Restaurant","1646 VICTORIA PARK AVE ","Pass",2,"Operator fail to properly maintain rooms","2017-03-24","M - Minor","Notice to Comply"," "," "
"561",561,9000772,103502338,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Pass",2,"Fail to hold a valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(b)","2015-05-12","NA - Not Applicable","Not in Compliance"," "," "
"562",562,9000772,103502338,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2015-05-12","M - Minor","Notice to Comply"," "," "
"563",563,9000772,103610661,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Pass",2,"","2015-11-17","","","",""
"564",564,9000772,103747300,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-06-09","M - Minor","Notice to Comply"," "," "
"565",565,9000772,103845369,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Conditional Pass",2,"Operator fail to properly wash equipment","2016-11-07","M - Minor","Notice to Comply"," "," "
"566",566,9000772,103845369,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Conditional Pass",2,"Operator fail to properly wash surfaces in rooms","2016-11-07","M - Minor","Notice to Comply"," "," "
"567",567,9000772,103845369,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Conditional Pass",2,"Operator fail to provide adequate pest control","2016-11-07","S - Significant","Notice to Comply"," "," "
"568",568,9000772,103845389,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Pass",2,"","2016-11-14","","","",""
"569",569,9000772,103932142,"ARMENIAN VILLAGE BAKERY","Bakery","1646 VICTORIA PARK AVE ","Pass",2,"","2017-03-17","","","",""
"570",570,9000804,103481507,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Pass",2,"Operator fail to properly maintain rooms","2015-05-05","M - Minor","Notice to Comply"," "," "
"571",571,9000804,103580630,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Pass",2,"","2015-09-29","","","",""
"572",572,9000804,103598573,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Pass",2,"","2015-10-27","","","",""
"573",573,9000804,103723698,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Pass",2,"","2016-05-06","","","",""
"574",574,9000804,103788296,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-08-04","M - Minor","Notice to Comply"," "," "
"575",575,9000804,103900514,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Conditional Pass",2,"Operator fail to properly maintain equipment","2017-02-28","S - Significant","Notice to Comply"," "," "
"576",576,9000804,103900514,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Conditional Pass",2,"Operator fail to properly maintain rooms","2017-02-28","M - Minor","Notice to Comply"," "," "
"577",577,9000804,103900514,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Conditional Pass",2,"Operator fail to provide adequate pest control","2017-02-28","S - Significant","Notice to Comply"," "," "
"578",578,9000804,103921135,"ASIA BAKERY","Bakery","929 DANFORTH AVE ","Pass",2,"","2017-03-10","","","",""
"579",579,9000805,103531262,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly maintain rooms","2015-07-14","M - Minor","Notice to Comply"," "," "
"580",580,9000805,103625249,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash equipment","2015-12-09","M - Minor","Notice to Comply"," "," "
"581",581,9000805,103625249,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-12-09","M - Minor","Notice to Comply"," "," "
"582",582,9000805,103692484,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-03-17","S - Significant","Corrected During Inspection"," "," "
"583",583,9000805,103692484,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly maintain rooms","2016-03-17","M - Minor","Notice to Comply"," "," "
"584",584,9000805,103692484,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash equipment","2016-03-17","M - Minor","Notice to Comply"," "," "
"585",585,9000805,103692484,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-03-17","M - Minor","Notice to Comply"," "," "
"586",586,9000805,103774201,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2016-07-20","S - Significant","Corrected During Inspection"," "," "
"587",587,9000805,103774201,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-07-20","S - Significant","Corrected During Inspection"," "," "
"588",588,9000805,103774201,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash equipment","2016-07-20","M - Minor","Notice to Comply"," "," "
"589",589,9000805,103774201,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-07-20","M - Minor","Notice to Comply"," "," "
"590",590,9000805,103854397,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-11-23","S - Significant","Corrected During Inspection"," "," "
"591",591,9000805,103854397,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly maintain rooms","2016-11-23","M - Minor","Notice to Comply"," "," "
"592",592,9000805,103854397,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash equipment","2016-11-23","M - Minor","Notice to Comply"," "," "
"593",593,9000805,103854397,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-11-23","M - Minor","Notice to Comply"," "," "
"594",594,9000805,103931758,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"FAIL TO CLEAN WASHBASINS AS OFTEN AS NECESSARY O. REG  562/90 SEC. 68(4)","2017-03-16","S - Significant","Corrected During Inspection"," "," "
"595",595,9000805,103931758,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2017-03-16","S - Significant","Corrected During Inspection"," "," "
"596",596,9000805,103931758,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash equipment","2017-03-16","M - Minor","Notice to Comply"," "," "
"597",597,9000805,103931758,"ASIA GARDEN RESTAURANT ","Restaurant","2648 ISLINGTON AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2017-03-16","M - Minor","Notice to Comply"," "," "
"598",598,9000809,103473790,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly maintain rooms","2015-04-29","M - Minor","Notice to Comply"," "," "
"599",599,9000809,103473790,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash equipment","2015-04-29","M - Minor","Ticket","Pending",""
"600",600,9000809,103473790,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-04-29","M - Minor","Ticket","Pending",""
"601",601,9000809,103550351,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly maintain rooms","2015-08-12","M - Minor","Notice to Comply"," "," "
"602",602,9000809,103550351,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash equipment","2015-08-12","M - Minor","Notice to Comply"," "," "
"603",603,9000809,103550351,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-08-12","M - Minor","Notice to Comply"," "," "
"604",604,9000809,103625271,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly maintain rooms","2015-11-27","M - Minor","Notice to Comply"," "," "
"605",605,9000809,103625271,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash equipment","2015-11-27","M - Minor","Notice to Comply"," "," "
"606",606,9000809,103625271,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-11-27","M - Minor","Notice to Comply"," "," "
"607",607,9000809,103661732,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Operator fail to properly maintain rooms","2016-01-28","M - Minor","Notice to Comply"," "," "
"608",608,9000809,103661732,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Operator fail to properly use equipment","2016-01-28","S - Significant","Notice to Comply"," "," "
"609",609,9000809,103661732,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Operator fail to properly wash surfaces in rooms","2016-01-28","M - Minor","Notice to Comply"," "," "
"610",610,9000809,103661766,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"","2016-02-01","","","",""
"611",611,9000809,103799467,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-08-24","NA - Not Applicable","Notice to Comply"," "," "
"612",612,9000809,103799467,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Operator fail to properly maintain rooms","2016-08-24","M - Minor","Notice to Comply"," "," "
"613",613,9000809,103799467,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Operator fail to properly wash multi-use utensils","2016-08-24","S - Significant","Notice to Comply"," "," "
"614",614,9000809,103799467,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Operator fail to properly wash surfaces in rooms","2016-08-24","M - Minor","Notice to Comply"," "," "
"615",615,9000809,103799467,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Conditional Pass",3,"Operator fail to provide adequate pest control","2016-08-24","S - Significant","Notice to Comply"," "," "
"616",616,9000809,103800537,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"","2016-09-07","","","",""
"617",617,9000809,103836615,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2016-12-08","S - Significant","Corrected During Inspection"," "," "
"618",618,9000809,103836615,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-12-08","S - Significant","Corrected During Inspection"," "," "
"619",619,9000809,103836615,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly maintain rooms","2016-12-08","M - Minor","Notice to Comply"," "," "
"620",620,9000809,103836615,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash equipment","2016-12-08","M - Minor","Notice to Comply"," "," "
"621",621,9000809,103836615,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2016-12-08","M - Minor","Notice to Comply"," "," "
"622",622,9000809,103934566,"ASIAN FOOD CENTRE","Food Processing Plant","308 EDDYSTONE AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2017-04-06","M - Minor","Notice to Comply"," "," "
"623",623,9000810,103489362,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Pass",2,"","2015-05-15","","","",""
"624",624,9000810,103607429,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Pass",2,"","2015-11-10","","","",""
"625",625,9000810,103689711,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Pass",2,"Operator fail to properly maintain rooms","2016-03-15","M - Minor","Notice to Comply"," "," "
"626",626,9000810,103836943,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Pass",2,"Operator fail to properly maintain rooms","2016-11-15","M - Minor","Notice to Comply"," "," "
"627",627,9000810,103836943,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Pass",2,"Operator fail to provide proper equipment","2016-11-15","M - Minor","Notice to Comply"," "," "
"628",628,9000810,103899112,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Conditional Pass",2,"Operator fail to properly maintain rooms","2017-01-25","M - Minor","Notice to Comply"," "," "
"629",629,9000810,103899112,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Conditional Pass",2,"Operator fail to provide separate handwashing sink(s)","2017-01-25","S - Significant","Notice to Comply"," "," "
"630",630,9000810,103899245,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Pass",2,"","2017-01-27","","","",""
"631",631,9000810,103923558,"ASIAN FOOD CENTRE","Supermarket","10 WESTMORE DR ","Pass",2,"","2017-03-03","","","",""
"632",632,9000813,103535100,"ASIAN GOURMET","Food Court Vendor","1530 ALBION RD ","Pass",2,"","2015-07-20","","","",""
"633",633,9000813,103620422,"ASIAN GOURMET","Food Court Vendor","1530 ALBION RD ","Pass",2,"","2015-12-02","","","",""
"634",634,9000813,103688923,"ASIAN GOURMET","Food Court Vendor","1530 ALBION RD ","Pass",2,"","2016-03-11","","","",""
"635",635,9000813,103817905,"ASIAN GOURMET","Food Court Vendor","1530 ALBION RD ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-09-22","M - Minor","Notice to Comply"," "," "
"636",636,9000813,103925512,"ASIAN GOURMET","Food Court Vendor","1530 ALBION RD ","Pass",2,"","2017-03-07","","","",""
"637",637,9000836,103528886,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"FAIL TO ENCLOSE HAZARDOUS FOOD ON DISPLAY O. REG  562/90 SEC. 27","2015-07-09","S - Significant","Corrected During Inspection"," "," "
"638",638,9000836,103528886,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"Operator fail to properly wash equipment","2015-07-09","M - Minor","Notice to Comply"," "," "
"639",639,9000836,103528886,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"Operator fail to properly wash surfaces in rooms","2015-07-09","M - Minor","Notice to Comply"," "," "
"640",640,9000836,103601428,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2015-11-02","S - Significant","Corrected During Inspection"," "," "
"641",641,9000836,103674988,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"","2016-02-19","","","",""
"642",642,9000836,103801308,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"","2016-08-25","","","",""
"643",643,9000836,103870650,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"","2016-12-20","","","",""
"644",644,9000836,103929186,"ASTORIA","Restaurant","390 DANFORTH AVE ","Pass",3,"","2017-03-13","","","",""
"645",645,9000848,103526849,"ATHENS PASTRIES","Restaurant","509 DANFORTH AVE ","Pass",2,"","2015-07-08","","","",""
"646",646,9000848,103663030,"ATHENS PASTRIES","Restaurant","509 DANFORTH AVE ","Pass",2,"Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-02-01","NA - Not Applicable","Notice to Comply"," "," "
"647",647,9000848,103663030,"ATHENS PASTRIES","Restaurant","509 DANFORTH AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-02-01","M - Minor","Notice to Comply"," "," "
"648",648,9000848,103792062,"ATHENS PASTRIES","Restaurant","509 DANFORTH AVE ","Pass",2,"Fail to produce valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(c)","2016-08-11","NA - Not Applicable","Notice to Comply"," "," "
"649",649,9000848,103792062,"ATHENS PASTRIES","Restaurant","509 DANFORTH AVE ","Pass",2,"Operator fail to properly wash surfaces in rooms","2016-08-11","M - Minor","Notice to Comply"," "," "
"650",650,9000848,103902472,"ATHENS PASTRIES","Restaurant","509 DANFORTH AVE ","Pass",2,"","2017-01-31","","","",""
"651",651,9000851,103588389,"ATHENS RESTAURANT & TAVERN","Restaurant","707 DANFORTH AVE ","Pass",3,"Operator fail to properly maintain equipment(NON-FOOD)","2015-10-09","M - Minor","Notice to Comply"," "," "
"652",652,9000851,103588389,"ATHENS RESTAURANT & TAVERN","Restaurant","707 DANFORTH AVE ","Pass",3,"Operator fail to properly maintain rooms","2015-10-09","M - Minor","Notice to Comply"," "," "
"653",653,9000851,103588389,"ATHENS RESTAURANT & TAVERN","Restaurant","707 DANFORTH AVE ","Pass",3,"Operator fail to properly wash equipment","2015-10-09","M - Minor","Notice to Comply"," "," "
"654",654,9000851,103697816,"ATHENS RESTAURANT & TAVERN","Restaurant","707 DANFORTH AVE ","Pass",3,"FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2016-03-29","S - Significant","Corrected During Inspection"," "," "
